1745356181.007988691 0.041071415  451244 
1745356181.011178970 0.043678045  451245 
1745356181.011445284 0.043751001  451246 
1745356181.011447430 0.043557167  451247 
1745356181.011448145 0.043404102  451248 
1745356181.011449099 0.043254614  451249 
1745356181.011451721 0.043085814  451250 
1745356181.011452675 0.042933702  451251 
1745356181.011453629 0.042676210  451252 
1745356181.011454344 0.042448044  451253 
1745356181.011455297 0.042297840  451254 
1745356181.011456251 0.042129517  451255 
1745356181.011457205 0.041979074  451256 
1745356181.011458158 0.041784525  451257 
1745356181.011458874 0.041628122  451258 
1745356181.011459589 0.041474581  451259 
1745356181.011465073 0.041306973  451260 
1745356181.011466026 0.041157484  451261 
1745356181.011466742 0.041008472  451262 
1745356181.011467695 0.040842056  451263 
1745356181.012160301 0.041371584  451264 
1745356181.012162685 0.041224957  451265 
1745356181.012163877 0.041064024  451266 
1745356181.012165785 0.040831566  451267 
1745356181.012705326 0.041128159  451268 
1745356181.012708187 0.040977955  451269 
1745356181.013409376 0.041491270  451270 
1745356181.013411760 0.041346073  451271 
1745356181.013412714 0.041196108  451272 
1745356181.013413668 0.041030407  451273 
1745356181.013414860 0.040882587  451274 
1745356181.014116526 0.041436911  451275 
1745356181.014119148 0.041273832  451276 
1745356181.014120102 0.041126490  451277 
1745356181.014121294 0.040963650  451278 
1745356181.014122486 0.040817499  451279 
1745356181.014788389 0.041335583  451280 
1745356181.014790535 0.041174889  451281 
1745356181.014791965 0.041027308  451282 
1745356181.015713453 0.041799784  451283 
1745356181.015942574 0.041865587  451284 
1745356181.015944481 0.041719198  451285 
1745356181.015945435 0.041572094  451286 
1745356181.015946150 0.041410685  451287 
1745356181.015947580 0.041264534  451288 
1745356181.015948534 0.041112661  451289 
1745356181.015949488 0.040949583  451290 
1745356181.017571688 0.042338133  451291 
1745356181.017574310 0.042115450  451292 
1745356181.017575979 0.041965723  451293 
1745356181.017576694 0.041816235  451294 
1745356181.017577648 0.041652918  451295 
1745356181.017578363 0.041505098  451296 
1745356181.017579079 0.041355371  451297 
1745356181.017580271 0.041192055  451298 
1745356181.017580986 0.041044712  451299 
1745356181.017582655 0.040884256  451300 
1745356181.017806768 0.040960550  451301 
1745356181.018014908 0.041002989  451302 
1745356181.018237591 0.041076183  451303 
1745356181.018239737 0.041073322  451304 
1745356181.018240690 0.041073084  451305 
1745356181.018241644 0.041072845  451306 
1745356181.018243074 0.041073322  451307 
1745356181.018244505 0.041073561  451308 
1745356181.018415213 0.041243315  451309 
1745356181.018417358 0.041244507  451310 
1745356181.018418312 0.041244268  451311 
1745356181.018419266 0.041244030  451312 
1745356181.018419981 0.041243553  451313 
1745356181.018421650 0.041243553  451314 
1745356181.018422604 0.041243315  451315 
1745356181.018423319 0.041243076  451316 
1745356181.018424034 0.041242838  451317 
1745356181.018424988 0.041242599  451318 
1745356181.018425703 0.041242123  451319 
1745356181.018426657 0.041242123  451320 
1745356181.018427372 0.041241407  451321 
1745356181.018428326 0.041241407  451322 
1745356181.018429756 0.041240931  451323 
1745356181.018430471 0.041240692  451324 
1745356181.018431425 0.041240454  451325 
1745356181.018432140 0.041239738  451326 
1745356181.018432856 0.041239262  451327 
1745356181.018433809 0.041239262  451328 
1745356181.018434525 0.041236877  451329 
1745356181.018435240 0.041236401  451330 
1745356181.018435955 0.041235447  451331 
1745356181.018436909 0.041235209  451332 
1745356181.018438339 0.041235685  451333 
1745356181.018456936 0.041252613  451334 
1745356181.018458128 0.041250944  451335 
1745356181.018459558 0.041251421  451336 
1745356181.018460512 0.041251183  451337 
1745356181.018461227 0.041250706  451338 
1745356181.018462896 0.041251421  451339 
1745356181.018463850 0.041251183  451340 
1745356181.018464565 0.041250706  451341 
1745356181.018465757 0.041250944  451342 
1745356181.018704176 0.041003227  451343 
1745356181.019455910 0.041585684  451344 
1745356181.019458771 0.041398764  451345 
1745356181.019459724 0.041228771  451346 
1745356181.019460678 0.041081905  451347 
1745356181.019462347 0.040918827  451348 
1745356181.020382881 0.041690826  451349 
1745356181.020385742 0.041544676  451350 
1745356181.020386696 0.041382551  451351 
1745356181.020388603 0.041235209  451352 
1745356181.020389557 0.041087627  451353 
